age,name,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
35,freddie beer,"3650 K33bl3r P0rts \nMak3nzi3b0r0ugh, NH 02927",technician,divorced,secondary,no,69,yes,no,unknown,8,may,461,3,-1,0,unknown,no
53,merlin schneider,"2240LittelStravenueAve.\nKrisland,AK16276",technician,married,unknown,no,619,no,no,unknown,17,jun,198,6,-1,0,unknown,no
29,noemie mcglynn,"866 T0d F0rks Apt. 329\nM3lvinvi3w, VA 31938",services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
35,rosendo hackett,"071GorczanyFallsSt.\nLakeMabellechester,CO55981",management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,no
49,etha bergnaum,"3824 Dino Haven Ave.\nLake Annamouth, GU 35987",management,married,tertiary,no,87,no,no,cellular,29,jan,165,1,-1,0,unknown,no
58,salma paucek,"585 Connelly Islands St.\nAlysonchester, DE 34972",management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown,no
40,emil beer,"598 dooley inlet \nport mitchelton, ca 14411",management,single,tertiary,no,1361,no,no,cellular,29,jan,1473,1,-1,0,unknown,yes
19,georgiana carter,"901 gr33n spring \nubald0b3rg, nj 81295",student,single,unknown,no,0,no,no,cellular,11,feb,123,3,-1,0,unknown,no
30,gregg koelpin,"0484 Armstrong Prairie Suite 348\nAlanistown, AL 79455",student,single,tertiary,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
34,dianna botsford,"501BreitenbergOverpassSuite337\nNyasiaville,MA99632-4597",technician,single,secondary,no,318,no,yes,cellular,25,jul,239,5,-1,0,unknown,no
60,sylvan keeling,"886WALSHLAN3ST.\NWIS0KYM0UTH,NH07836-2798",retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
28,carmelo watsica,"925Wald0TrafficwaySuit3131\n3astNatasha,M083117",student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
46,loyce aufderhar,"284 R33d Gat3way Suit3 596\nR0s3nbaumb3rg, MI 48828-6716",management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
49,lucas white,"027PAGACCORNERS\NNORTHDEANSHIRE,KY55482-0229",blue-collar,divorced,primary,no,15,yes,no,unknown,27,may,550,7,-1,0,unknown,no
59,brayan herman,"788 Kihn Corners Apt. 035\nCarrollview, OR 62232-3625",management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
44,rahsaan mohr,"580DAVIDRAPIDSST.\NDANGELOFURT,AE62497-8492",technician,single,secondary,no,-27,yes,yes,unknown,14,may,100,3,-1,0,unknown,no
33,stacey cruickshank,"48920 May3r W3lls\nSchust3rf0rt, WA 48142-9770",technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,no
54,matteo mante,"50279 B03hm F0rks\nHaili3sid3, M0 39968-3339",retired,married,secondary,no,1139,yes,no,cellular,14,may,155,1,177,7,failure,no
26,ismael barton,"638 Aylin View St.\nMrazshire, HI 95183-2615",blue-collar,married,secondary,no,115,yes,no,unknown,4,jul,46,3,-1,0,unknown,no
54,augustine schumm,"0896 MARQUIS3 PATH \NDUSTYSHIR3, HI 30293",blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,no
48,elsie turner,"2814 constantin burg ave.\nhegmannchester, de 14187",housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
30,zena nader,"3145 Mollie Run Apt. 329\nEast Hollis, UT 46420",services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes
29,ceasar batz,"107 VERONA ISLANDS \NEAST TANYA, GA 61191-3417",management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
51,amara mueller,"341 sp0r3r 3stat3s \naidanb0r0ugh, va 40452-8748",entrepreneur,married,tertiary,no,3921,yes,no,cellular,5,may,168,1,-1,0,unknown,no
53,christ rath,"238 Pr0haska L0ck St.\n3ast Sidn3ych3st3r, KS 95560-5845",unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
43,alejandrin cole,"40706OLIVERSHORES\NKOVACEKBURGH,CO08008",blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
34,vidal kiehn,"496 O'Kon Street \nNorth Americaville, MS 14395",admin.,married,tertiary,no,2552,yes,yes,cellular,25,sep,74,1,-1,0,unknown,no
40,george eichmann,"003T0rpTurnpik3Suit3572\nC3liam0uth,WI78596-4433",entrepreneur,married,tertiary,no,1729,yes,no,cellular,12,may,85,1,-1,0,unknown,no
43,jamil mcglynn,"551KundeStravenueSuite093\nMaximeville,PR28603-7441",technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
33,orrin klocko,"5144 Clarissa Shores Ave.\nLake Laisha, NJ 92452-8477",admin.,single,secondary,no,-300,yes,yes,cellular,25,jul,184,1,-1,0,unknown,no
66,deanna sanford,"72563HeloiseSpur\nGrantbury,ID47108-3351",retired,married,secondary,no,4785,no,no,cellular,13,aug,72,3,-1,0,unknown,no
44,lemuel gutkowski,"2239KRYSTALSTREAMAPT.709\NTONEYPORT,DE50948-9568",technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171,1,-1,0,unknown,no
33,linda dubuque,"9928StarkStreetAve.\nWestTalia,RI87376-4496",services,married,secondary,no,0,yes,no,telephone,22,jul,44,8,-1,0,unknown,no
31,jaime sanford,"1567Hayli3Passag3Av3.\nL3scht0n,MI25766-1505",technician,single,secondary,no,391,no,no,cellular,13,aug,336,2,-1,0,unknown,no
71,letha moore,"530 Gusikowski Ridges Suite 474\nPort Madisenborough, AR 34455-6946",retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes
22,hallie gulgowski,"08400 waldo unions\nwest deshaun, nv 22298",student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes
46,foster hyatt,"209NonaInlet\nEastHilbert,MI83224-4419",unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no
32,concepcion torp,"098 Fay Pin3s St.\nGin0shir3, M0 40267-8582",services,married,secondary,no,255,yes,yes,unknown,21,may,86,2,-1,0,unknown,no
45,julian predovic,"9284 Gertrude Cape Suite 520\nKshlerinberg, HI 87386",blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no
32,noah mccullough,"3138FATIMAMAN0RSAPT.173\N0'HARAB0R0UGH,TN83115",management,married,secondary,no,350,yes,no,unknown,28,may,110,2,-1,0,unknown,no
49,courtney waelchi,"853 jam3l passag3 suit3 943\ngradych3st3r, ia 25870-4239",blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,no
27,vena roob,"849MICHEALCORNERSAPT.063\NNOVABOROUGH,FL26986-9268",technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes
46,patsy hessel,"2544 Walsh Locks Suite 835\nWest Dangelo, WI 38837-8148",entrepreneur,married,secondary,no,757,no,no,unknown,16,jun,382,3,-1,0,unknown,no
37,lenore bahringer,"13953 Everardo Street\nSouth Heatherland, OR 53188-5528",management,single,tertiary,no,695,no,no,cellular,28,jan,233,1,-1,0,unknown,no
30,rachel gislason,"01533KALEEXTENSION\NARYANNALAND,NM15676-3994",unemployed,single,secondary,yes,-770,yes,no,unknown,28,may,87,1,-1,0,unknown,no
44,vincenzo dibbert,"361 Medhurst Fort St.\nNew Emeraldberg, IL 36237-6954",self-employed,divorced,secondary,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no
45,bailee mckenzie,"6171AMANDASTREETAPT.512\NLAKEROSALEE,AR28153-8383",technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no
27,eleanore labadie,"8908Ric3C0mm0n\nW3stJuli0,PA20105",student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes
57,keshawn keeling,"3614 Conn Field \nPort Ralphmouth, DC 00608-7486",housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no
66,zane quigley,"4400 Sheila Park Ave.\nSouth Cecilborough, MN 75463",management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown,no
40,jessyca marquardt,"86621 Donnelly Via\nHarrischester, NV 87965",admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
48,theresa baumbach,"874 Malinda L0cks St.\nS0uth Tyr33kfurt, NM 27918",blue-collar,married,secondary,no,333,yes,no,cellular,14,may,24,6,-1,0,unknown,no
33,benedict cummings,"2551ChaddGardenSuite779\nEastDeanna,PR35364",blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,unknown,no
42,keyshawn ebert,"604 Emmerich Trafficway Suite 492\nNorth Katelynmouth, HI 73753",services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
47,aurelio fay,"671 st3phany c0urts \nc0llinsfurt, ri 65269",unemployed,married,secondary,no,3188,yes,no,cellular,3,feb,426,3,-1,0,unknown,no
27,stella torphy,"0170GislasonPlazaAve.\nSouthAlfchester,MT28557",technician,single,tertiary,no,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,no
78,arlo runolfsson,"487 R0salind W3ll \nLak3 Palma, N3 33436",retired,married,tertiary,no,226,no,no,telephone,6,nov,136,1,-1,0,unknown,no
50,brenden farrell,"03036 ronny mills\nyasminmouth, ct 85388-1721",services,married,primary,no,1260,no,no,cellular,18,nov,172,1,-1,0,unknown,no
46,albert o'reilly,"351 Lamar Mall St.\nKubburgh, CA 60781",entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no
41,zion flatley,"4194 Estevan Cove Suite 328\nNew Irwin, OK 55055-5965",admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
36,katheryn treutel,"1068 Maurice Mews Ave.\nLubowitzfurt, MA 95648-3597",admin.,single,tertiary,no,980,no,no,cellular,11,nov,118,4,104,7,failure,no
49,rubye lehner,"074 Amaya Mount St.\nPort Glendafurt, WA 46674",retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no
46,darren lubowitz,"794 k3nna uni0n st.\nlak3 tim0thyburgh, tn 94909-7903",management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,no
77,harley wisoky,"325 MONSERRATE ISLAND ST.\NWEST MINERVALAND, NM 17691",retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,failure,no
30,fred stokes,"3385 Melvin Station \nNorth Esmeralda, PR 33114-9920",technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no
43,jennifer macejkovic,"272 Jacobs Drives St.\nSanfordfort, WY 32776-5606",management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,unknown,no
44,kiley legros,"3052 Emmerich Turnpike Ave.\nWest Glennatown, CT 36060",blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no
40,alicia harris,"1356 murray overpass ave.\njewellland, mn 63681-8592",blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no
38,estelle frami,"7343MARG0TSPRINGSAV3.\NP0RTHARV3YT0WN,MP73900",blue-collar,married,primary,no,3419,yes,no,unknown,20,jun,324,5,-1,0,unknown,no
25,quentin hills,"806TORPHYPASSAGEAPT.358\NNORTHMADYSONLAND,CT49380-5031",unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes
49,lilyan mclaughlin,"408 candace ville suite 696\nturnerport, sc 32072-8054",management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown,no
33,jarrod keebler,"0375 Haag Greens Ave.\nEvansberg, OR 31164-1178",blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
40,ulices kozey,"0025 Pac0cha Rapids Av3.\nPac0cham0uth, GU 19402",management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
44,franco rosenbaum,"2561 Boyer Well Apt. 414\nConnmouth, MS 45238-3398",blue-collar,married,primary,no,10,yes,no,cellular,17,jul,196,1,-1,0,unknown,no
32,glenna ondricka,"370GreysonIsland\nWestMaurine,HI60123",blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,no
52,devonte lehner,"639 wunsch gat3way suit3 105\ngr33nbury, nd 83606",management,married,tertiary,no,0,yes,no,cellular,9,jul,197,1,-1,0,unknown,no
35,deron wolff,"9480 ryan burgs suit3 285\nn3w 3ddi3ch3st3r, tn 00190",management,married,tertiary,no,175,yes,no,cellular,7,aug,257,2,-1,0,unknown,no
35,soledad jewess,"920 smith bridge st.\nalantown, ap 04348-1759",technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,no
32,marianna walsh,"855 Bailey Ports Apt. 484\nEast Donna, NM 05632",management,married,secondary,no,6217,yes,yes,unknown,21,may,486,2,-1,0,unknown,no
42,nigel altenwerth,"7206 Legros Club \nSouth Nicoton, NY 28879-2590",technician,married,secondary,no,-1310,yes,yes,unknown,28,may,162,1,-1,0,unknown,no
59,odell gibson,"73887 KESSLER UNDERPASS\NWEST CLYDEBERG, IA 07225-4654",blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,no
44,eriberto maggio,"23588K3ithP0rt\nSibylsid3,AP89549",technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
50,susana wiegand,"8102BartellClubApt.829\nPortSydnie,MD01755-0749",admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no
27,cale lueilwitz,"5056 Santiago Oval Ave.\nJerdechester, NJ 55669-4390",blue-collar,single,secondary,no,113,no,no,cellular,22,jul,39,17,-1,0,unknown,no
55,johnathon lueilwitz,"8096Runt3Circl3\n3astShayl33,KY11220-6677",management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown,no
54,mohammed cole,"72133BAUCHSTREAM\NNEWELISHABERG,OH75516",blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other,no
31,thora walker,"3622 hahn rapid av3.\nashlynnbury, c0 98527",unemployed,single,secondary,no,-186,yes,no,unknown,26,may,172,3,-1,0,unknown,no
56,frank bashirian,"224 PIP3R L0CKS ST.\NS0UTH P3ARLM0UTH, NJ 21118",admin.,married,unknown,no,2038,no,no,cellular,8,feb,405,1,305,1,success,no
51,nicole nader,"49728FERRYCANYON\NNORTHLIZZIE,AS16783-4042",self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77,3,-1,0,unknown,no
61,magdalen greenfelder,"2230 Littel Points Ave.\nNorth Cotyberg, RI 81899",blue-collar,married,primary,no,625,yes,no,unknown,19,may,158,2,-1,0,unknown,no
34,genoveva jacobs,"6888 Krystal Burg Av3.\nR3yn0ldsfurt, IA 41210",technician,single,secondary,no,105,yes,no,cellular,7,may,146,2,171,3,failure,no
56,hudson will,"184ST3PHANIALAK3ST.\NW3STJAN3LL3M0UTH,PA28220",blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,no
29,darrin lubowitz,"9274 McClur3 Stati0n \nSchad3nfurt, MS 41420-1077",student,single,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,no
34,marcelino hand,"6389GarrickLak3Av3.\nS0uth3m0ryshir3,PA67752-7626",management,single,tertiary,no,618,yes,no,unknown,3,jun,119,4,-1,0,unknown,no
35,jessyca friesen,"6804 stroman islands ave.\njosehaven, pr 69884",services,single,secondary,no,1063,yes,yes,cellular,16,apr,327,1,-1,0,unknown,no
56,dortha turner,"956 armstrong alley \nnienowborough, wi 02170",admin.,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,no
45,ransom fahey,"806HirtheShoalsSt.\nEastKarlside,LA08214-0318",blue-collar,married,secondary,no,2926,yes,yes,cellular,19,nov,482,3,120,2,failure,no
31,niko bins,"7867CRISTOBALHEIGHTSAVE.\NNEWCHANELLE,AZ00976",admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no
37,armand nitzsche,"04182 G30vanni C0rn3r\n3ast Ulic3sb3rg, MH 63296-0424",entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
43,josh okuneva,"124 r0salinda pik3 st.\nn0rth j03ll3, mn 38401",admin.,married,secondary,no,0,yes,no,cellular,17,jul,674,3,-1,0,unknown,no
40,ben gislason,"45876OnieStravenue\nBergeberg,OR08253",management,married,unknown,no,419,yes,no,cellular,10,jul,347,1,-1,0,unknown,no
44,rozella spencer,"164 Hansen Knolls St.\nBridiehaven, NV 15012-6117",management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown,yes
38,ewell cremin,"144 brekke viaduct \neast ricky, ne 37634-6790",admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,unknown,no
58,tavares feeney,"7182 Leannon Union Ave.\nWindlerberg, OR 76950-6427",management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,no
24,justice zieme,"8071 Heaney Lodge Apt. 541\nWolfburgh, AS 73527-7260",blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,no
53,georgianna glover,"7314 okuneva squares ave.\nnorth marietta, al 06281",services,married,secondary,no,1378,yes,no,cellular,18,jul,91,2,-1,0,unknown,no
36,kristina gerlach,"654 k0ch p0ints \nquitz0nm0uth, wi 52428-2483",blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown,no
28,kevon kozey,"6284 D3WITT W3LL APT. 083\NALVI3W, MA 75865-5283",blue-collar,married,primary,no,60,yes,no,cellular,6,may,161,1,337,1,failure,no
45,eliseo collier,"10908 Stokes Club\nLake Stuart, MI 28273-7037",blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
32,abby deckow,"857 vonrueden spur suite 503\nport soledadburgh, nc 92479-4802",admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
46,florence runte,"7745 schm3l3r vista \nn3w nic0la, ia 36234",admin.,married,secondary,no,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,no
28,lester christiansen,"606ALFREDATRAFFICWAY\NSTEHRBURGH,MI79290-4252",blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
51,napoleon daniel,"335 Fah3y Hav3n \nMcClur3f0rt, WI 05066",unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,no
51,jensen koch,"430DanielPine\nWestThora,RI80017-4906",blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no
30,waldo renner,"955 Daniel Inlet St.\nKlingfort, TX 04301",technician,single,secondary,no,4787,yes,no,unknown,4,jun,99,2,-1,0,unknown,no
39,lydia collins,"953 Magali Burgs St.\nGarnetchester, NJ 05804",technician,married,secondary,yes,-183,yes,no,unknown,14,may,202,2,-1,0,unknown,no
28,jaqueline jacobi,"330DelaneyParkSt.\nObieburgh,ID53490",blue-collar,married,primary,no,702,yes,no,unknown,26,jun,318,2,-1,0,unknown,no
31,andre hyatt,"5107CiaraGatewayAve.\nPortElisafurt,IA55319",management,single,tertiary,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no
31,frederic crist,"425 Parisian Burg St.\nSouth Jayden, IL 59063",blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,no
38,idell schulist,"629 D0nald Track Suit3 848\nP0rt Bar0n, NY 20598",management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
31,damion gislason,"3806 Bosco Drive Suite 629\nJustynchester, OK 85450-0263",blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,no
74,kyra harvey,"124 St3hr Bridg3 Apt. 887\nSimshir3, IA 14127",retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes
40,hugh rau,"3526 douglas stravenue ave.\nsawaynberg, in 02807",management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
43,aliya terry,"517BoyleRueApt.332\nAdrainland,OR56247",technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no
34,felicita casper,"8884 GUTK0WSKI F0RKS AV3.\NW3ST AX3L, IL 99680-2177",technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes
54,reginald hansen,"8672 schulist camp suite 767\npansystad, il 24977",management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
51,dakota ratke,"8934 Carolina Forks \nAudrachester, KY 54868",blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
33,cesar schoen,"43464PansyVillage\nPortElissa,NM70042-7125",blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,no
41,janae jast,"543KraigLak3\nN0rthJad3n,IL02672-2227",technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown,no
33,jazmyn becker,"9071 b3ryl 3stat3 av3.\nlak3 3dd, nm 45018-1118",management,single,tertiary,no,3170,no,no,cellular,28,oct,246,2,-1,0,unknown,no
48,reagan stokes,"884 0rn Pik3 St.\nVan3ssaburgh, IA 22323-9995",admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown,no
42,aric kiehn,"5942LangVillag3\nDavisstad,AA63956-2283",self-employed,divorced,tertiary,no,216,yes,no,cellular,8,may,144,3,-1,0,unknown,no
35,terrell brekke,"21177 Emery Ports\nHegmannside, MS 85680-2927",management,single,tertiary,no,2975,no,no,cellular,8,aug,249,2,-1,0,unknown,no
25,devante anderson,"0365 Heidenreich Club Ave.\nLake Simeonburgh, VA 50382-0121",admin.,married,secondary,no,894,yes,no,unknown,28,may,328,1,-1,0,unknown,no
38,alexandria shields,"503 Romaguera Knolls St.\nWest Leonie, KY 30231-5485",blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no
45,jerel franecki,"4401 Cassin Port Ave.\nWest Ivaport, DC 01641-1336",entrepreneur,married,secondary,no,245,yes,no,unknown,14,may,126,3,-1,0,unknown,no
59,guadalupe hauck,"901 O'REILLY PORTS ST.\NTOYBURGH, NV 37146",management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,8,-1,0,unknown,no
47,aliya carter,"817 3rns3r ranch apt. 181\np0rt maida, fm 57532",management,married,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,no
33,nichole pfeffer,"831 fran3cki flat st.\nl0yc3b0r0ugh, as 72596-5308",management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,no
59,therese hoeger,"36736 Kilback Gr33ns\nN3w H3rman, A3 22170",management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes
41,barrett abshire,"6269 Turner Avenue Ave.\nSouth Careymouth, VI 35525",blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,yes
42,ada heathcote,"8807Aft0nVall3yAv3.\nS0uthH3lgat0wn,NY10388-8390",technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,no
51,sarai turner,"475BAILEYCORNERAPT.316\NCATHRINELAND,PA33086-1093",technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown,no
45,luigi heathcote,"609 Dawson Mill \nBoehmport, PA 68641",management,married,tertiary,no,-192,yes,no,cellular,6,may,138,3,-1,0,unknown,no
30,claud runolfsson,"1277 ALANA UNIONS AVE.\NPORT JUDGE, KS 84916-2487",management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
33,leopold koss,"4454 douglas loaf apt. 419\nvalerieburgh, oh 26791-7732",blue-collar,single,secondary,no,5137,yes,no,cellular,6,may,123,1,-1,0,unknown,no
43,german kling,"531 Dino Corner St.\nAdamsberg, VA 42983",management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,no
37,maggie waters,"7584 H0pp3 Sh0r3s Av3.\nLak3 Ami3, WI 93160-8806",blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no
73,enrique crist,"5984HermannFortApt.123\nMillerbury,ID23801-1436",retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown,no
43,derick jaskolski,"93449 SP0R3R CIRCL3S\NW3ST CL3MMI3SID3, IL 39505-7495",blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175,1,-1,0,unknown,no
52,bettye stark,"0543 Clinton Court \nWest Annamaefurt, FL 81629",unemployed,married,primary,no,255,no,yes,cellular,10,jul,374,3,-1,0,unknown,no
44,izabella botsford,"19944 Deontae Shoal\nHellerstad, OK 53362-0971",management,married,tertiary,no,529,yes,no,unknown,4,jun,129,4,-1,0,unknown,no
56,veronica kuvalis,"2488 Bode Spur Ave.\nBettyemouth, DC 70235-7095",management,married,tertiary,no,318,no,yes,telephone,9,jul,246,3,-1,0,unknown,no
21,meagan dickinson,"5422AdolfoFlatSuite696\nNewDeontae,HI67727",services,single,secondary,no,1903,yes,no,unknown,29,may,107,2,-1,0,unknown,no
43,heaven jacobs,"860BinsEstate\nWestCarliestad,ME01574-9250",unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,no
54,alva cormier,"797 schamberger overpass st.\ncartwrightfurt, nj 54420",management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
59,madisyn herman,"323 Purdy Shores Suite 122\nKielland, PW 73753-8583",technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
52,neal romaguera,"9405WILLMSCRESTAVE.\NNORTHHOPEVIEW,GA33322-1245",blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,no
31,cary rutherford,"5287 Keenan Ridges Apt. 492\nPort Isaiasland, NV 16691",admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes
53,sarina mclaughlin,"66989 Burdette Garden\nErnserland, ME 52688-1527",admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,unknown,no
24,katelin rutherford,"0715 TURCOTTE COVES AVE.\NBREKKECHESTER, AK 57299-3883",technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no
57,antonina wolff,"4571 Rosamond Freeway \nWildermanmouth, DC 43182-8283",retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,no
48,evie willms,"111FadelSpringsSt.\nWolfton,NJ59255-3179",technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
57,sheldon trantow,"7761 schulist trail \nw3st vaughnland, ca 53163",technician,married,secondary,no,1469,yes,no,cellular,17,nov,364,1,-1,0,unknown,no
51,peyton o'keefe,"33486 Mill3r P0rt\n3ast R0bbstad, DC 77435-1476",technician,married,secondary,no,18,no,yes,cellular,25,jul,363,6,-1,0,unknown,no
50,colten reynolds,"803 marg3 c0rn3rs st.\n3rns3rhav3n, la 42426",management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248,1,-1,0,unknown,no
